numBKGDinFeature,numDMRinFeature,numBKGDNOTinFeature,numDMRNOTinFeature,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,feature,comparison,p.adj
6,0,34179,179,0.000175515577007459,0,0.0314227747425024,0.859300475032382,1,3.50887716695853e-05,0.000315942382345333,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Harbinger,TempxSal,0.985837058279041
6,0,34179,20,0.000175515577007459,0,0.0035109274022867,0.952750532733009,1,3.50887716695853e-05,0.000315942382345333,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Harbinger,Temp+Sal,0.985837058279041
155,1,34030,307,0.00453415240602603,0.00324675324675325,0.112371651770347,0.737460032432473,1,-0.00510557423007079,0.00768037254861636,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/hAT,Sal,0.985837058279041
155,0,34030,86,0.00453415240602603,0,0.391708717059296,0.531402592375531,1,0.00382196951169319,0.00524633530035888,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/hAT,Temp,0.985837058279041
155,1,34030,178,0.00453415240602603,0.00558659217877095,0.0436450050404134,0.834515476443248,1,-0.0119945325089729,0.00988965296348308,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/hAT,TempxSal,0.985837058279041
155,0,34030,20,0.00453415240602603,0,0.0910958490737859,0.762788605880694,1,0.00382196951169319,0.00524633530035888,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/hAT,Temp+Sal,0.985837058279041
4,0,34181,308,0.00011701038467164,0,0.0360433782693465,0.849425939752595,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/IS3EU,Sal,0.985837058279041
4,0,34181,86,0.00011701038467164,0,0.0100640677271145,0.920090417076241,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/IS3EU,Temp,0.985837058279041
4,0,34181,179,0.00011701038467164,0,0.0209472971401416,0.884922621976906,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/IS3EU,TempxSal,0.985837058279041
4,0,34181,20,0.00011701038467164,0,0.00234048139393201,0.961414576194621,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/IS3EU,Temp+Sal,0.985837058279041
7,0,34178,308,0.000204768173175369,0,0.0630813990599115,0.801690326587742,1,5.30921066561032e-05,0.000356444239694635,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Maverick,Sal,0.985837058279041
7,0,34178,86,0.000204768173175369,0,0.0176136605594445,0.894417619448561,1,5.30921066561032e-05,0.000356444239694635,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Maverick,Temp,0.985837058279041
7,0,34178,179,0.000204768173175369,0,0.0366609708949184,0.848156952646605,1,5.30921066561032e-05,0.000356444239694635,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Maverick,TempxSal,0.985837058279041
7,0,34178,20,0.000204768173175369,0,0.00409620174481754,0.948968971826877,1,5.30921066561032e-05,0.000356444239694635,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Maverick,Temp+Sal,0.985837058279041
5,0,34180,308,0.00014626298083955,0,0.0450555292105765,0.831901954900686,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PIF-ISL2EU,Sal,0.985837058279041
5,0,34180,86,0.00014626298083955,0,0.0125804517891289,0.910694472446178,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PIF-ISL2EU,Temp,0.985837058279041
5,0,34180,179,0.00014626298083955,0,0.0261848834997841,0.871449619856974,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PIF-ISL2EU,TempxSal,0.985837058279041
5,0,34180,20,0.00014626298083955,0,0.00292568728632561,0.956863760012607,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PIF-ISL2EU,Temp+Sal,0.985837058279041
19,0,34166,308,0.000555799327190288,0,0.171280540331107,0.678976249586074,1,0.000305955523311538,0.000805643131069038,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PiggyBac,Sal,0.985837058279041
19,0,34166,86,0.000555799327190288,0,0.0478252566805996,0.826891645124051,1,0.000305955523311538,0.000805643131069038,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PiggyBac,Temp,0.985837058279041
19,0,34166,179,0.000555799327190288,0,0.0995431173749455,0.752378601395951,1,0.000305955523311538,0.000805643131069038,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PiggyBac,TempxSal,0.985837058279041
19,0,34166,20,0.000555799327190288,0,0.0111221646209231,0.916009480301091,1,0.000305955523311538,0.000805643131069038,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/PiggyBac,Temp+Sal,0.985837058279041
1,0,34184,308,2.92525961679099e-05,0,0.00901006083389982,0.924377305986345,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Sola,Sal,0.985837058279041
1,0,34184,86,2.92525961679099e-05,0,0.00251579667934806,0.959996705230055,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Sola,Temp,0.985837058279041
1,0,34184,179,2.92525961679099e-05,0,0.00523636709349638,0.942313230959159,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Sola,TempxSal,0.985837058279041
1,0,34184,20,2.92525961679099e-05,0,0.000585069028139023,0.980702490267171,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/Sola,Temp+Sal,0.985837058279041
509,2,33676,306,0.0148895714494661,0.00649350649350649,1.47434463281689,0.224661457601688,1,-0.000665453990226028,0.0174575839021453,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/TcMar,Sal,0.985837058279041
509,0,33676,86,0.0148895714494661,0,1.29980816510989,0.2542482674227,1,0.0136057227181793,0.0161734201807529,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/TcMar,Temp,0.985837058279041
509,2,33676,177,0.0148895714494661,0.0111731843575419,0.167886644922529,0.68199688352568,1,-0.0117352494024504,0.0191680235862989,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/TcMar,TempxSal,0.985837058279041
509,0,33676,20,0.0148895714494661,0,0.302289762244177,0.582450493701579,1,0.0136057227181793,0.0161734201807529,2-sample test for equality of proportions without continuity correction,two.sided,TE:DNA/TcMar,Temp+Sal,0.985837058279041
293,1,33892,307,0.0085710106771976,0.00324675324675325,1.02394026855095,0.311586186244235,1,-0.00110363462414746,0.0117521494850362,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Crack,Sal,0.985837058279041
293,2,33892,84,0.0085710106771976,0.0232558139534884,2.16771815200818,0.140935221056567,1,-0.046553134335529,0.0171835277829474,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Crack,Temp,0.933088360098649
293,0,33892,179,0.0085710106771976,0,1.54740464773878,0.213518994483414,1,0.00759382493046885,0.00954819642392635,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Crack,TempxSal,0.985837058279041
293,0,33892,20,0.0085710106771976,0,0.172901285806525,0.677546110747314,1,0.00759382493046885,0.00954819642392635,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Crack,Temp+Sal,0.985837058279041
47,0,34138,308,0.00137487201989177,0,0.424038374827121,0.514928821168524,1,0.000982079977617759,0.00176766406216577,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Jockey,Sal,0.985837058279041
47,0,34138,86,0.00137487201989177,0,0.118401371945393,0.730774839809858,1,0.000982079977617759,0.00176766406216577,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Jockey,Temp,0.985837058279041
47,1,34138,178,0.00137487201989177,0.00558659217877095,2.2645058344272,0.132368429102389,1,-0.0151376743305617,0.00671423401280335,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Jockey,TempxSal,0.933088360098649
47,0,34138,20,0.00137487201989177,0,0.0275352757423724,0.868206084065709,1,0.000982079977617759,0.00176766406216577,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Jockey,Temp+Sal,0.985837058279041
43,2,34142,306,0.00125786163522013,0.00649350649350649,6.42215972911709,0.01127050143723,1,-0.0142136195456352,0.00374232982906249,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L1,Sal,0.202381001671027
43,0,34142,86,0.00125786163522013,0,0.108312000252837,0.742074144238727,1,0.000882133755735976,0.00163358951470428,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L1,Temp,0.985837058279041
43,0,34142,179,0.00125786163522013,0,0.225439327078293,0.634926314858395,1,0.000882133755735976,0.00163358951470428,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L1,TempxSal,0.985837058279041
43,0,34142,20,0.00125786163522013,0,0.0251888983272082,0.873897274226518,1,0.000882133755735976,0.00163358951470428,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L1,Temp+Sal,0.985837058279041
327,1,33858,307,0.00956559894690654,0.00324675324675325,1.29400960896279,0.255310343608,1,-0.000117576733876209,0.0127552681341828,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L2,Sal,0.985837058279041
327,0,33858,86,0.00956559894690654,0,0.830566437951076,0.362108788705266,1,0.00853379011412622,0.0105974077796869,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L2,Temp,0.985837058279041
327,0,33858,179,0.00956559894690654,0,1.72869205146922,0.188578020882357,1,0.00853379011412622,0.0105974077796869,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L2,TempxSal,0.985837058279041
327,0,33858,20,0.00956559894690654,0,0.19315857605463,0.66030066161416,1,0.00853379011412622,0.0105974077796869,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/L2,Temp+Sal,0.985837058279041
61,1,34124,307,0.0017844083662425,0.00324675324675325,0.363810778289327,0.546397406332333,1,-0.00783125885072508,0.0049065690897036,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Nimb,Sal,0.985837058279041
61,0,34124,86,0.0017844083662425,0,0.153732753121214,0.694993426086311,1,0.00133701493969643,0.00223180179278857,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Nimb,Temp,0.985837058279041
61,1,34124,178,0.0017844083662425,0.00558659217877095,1.42937904369429,0.231865805604344,1,-0.0147302371547916,0.00712586952973475,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Nimb,TempxSal,0.985837058279041
61,0,34124,20,0.0017844083662425,0,0.0357519260586486,0.850028707820834,1,0.00133701493969643,0.00223180179278857,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Nimb,Temp+Sal,0.985837058279041
46,0,34139,308,0.00134561942372386,0,0.415004233779782,0.519440419756889,1,0.000957022795216331,0.00173421605223138,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Penelope,Sal,0.985837058279041
46,1,34139,85,0.00134561942372386,0.0116279069767442,6.62234309956548,0.010070725797212,1,-0.0329430095497064,0.0123784344436657,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Penelope,Temp,0.202381001671027
46,2,34139,177,0.00134561942372386,0.0111731843575419,12.3295229431193,0.000445850335180231,1,-0.0252306753381861,0.00557554547055,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Penelope,TempxSal,0.0142672107257674
46,0,34139,20,0.00134561942372386,0,0.0269486298711757,0.869604891272489,1,0.000957022795216331,0.00173421605223138,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Penelope,Temp+Sal,0.985837058279041
28,0,34157,308,0.000819072692701477,0,0.252479341706672,0.615334682105034,1,0.000515813768359117,0.00112233161704384,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/R2,Sal,0.985837058279041
28,0,34157,86,0.000819072692701477,0,0.0704978495352399,0.790613286514029,1,0.000515813768359117,0.00112233161704384,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/R2,Temp,0.985837058279041
28,0,34157,179,0.000819072692701477,0,0.146733571416206,0.701676624410109,1,0.000515813768359117,0.00112233161704384,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/R2,TempxSal,0.985837058279041
28,0,34157,20,0.000819072692701477,0,0.0163948745962806,0.898115361976514,1,0.000515813768359117,0.00112233161704384,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/R2,Temp+Sal,0.985837058279041
