numBKGDinFeature,numDMRinFeature,numBKGDNOTinFeature,numDMRNOTinFeature,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,feature,comparison,p.adj
504,2,33681,306,0.0147433084686266,0.00649350649350649,1.43727863170569,0.230580225109726,1,-0.000810836893029972,0.0173104408432702,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Rex1,Sal,0.985837058279041
504,1,33681,85,0.0147433084686266,0.0116279069767442,0.0573479456899768,0.810737813777647,1,-0.0195779815243887,0.0258087845081535,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Rex1,Temp,0.985837058279041
504,2,33681,177,0.0147433084686266,0.0111731843575419,0.156439758298265,0.692455724565661,1,-0.0118809962832828,0.0190212445054522,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Rex1,TempxSal,0.985837058279041
504,0,33681,20,0.0147433084686266,0,0.299275906453442,0.58433671882218,1,0.0134656862037233,0.0160209307335299,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Rex1,Temp+Sal,0.985837058279041
1,0,34184,308,2.92525961679099e-05,0,0.00901006083389982,0.924377305986345,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTE,Sal,0.985837058279041
1,0,34184,86,2.92525961679099e-05,0,0.00251579667934806,0.959996705230055,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTE,Temp,0.985837058279041
1,0,34184,179,2.92525961679099e-05,0,0.00523636709349638,0.942313230959159,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTE,TempxSal,0.985837058279041
1,0,34184,20,2.92525961679099e-05,0,0.000585069028139023,0.980702490267171,1,-2.80806001846697e-05,8.65857925204895e-05,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTE,Temp+Sal,0.985837058279041
14,0,34171,308,0.000409536346350739,0,0.12618841195975,0.722417229395286,1,0.000195055963241801,0.000624016729459676,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTEX,Sal,0.985837058279041
14,0,34171,86,0.000409536346350739,0,0.0352345193921712,0.851105086450909,1,0.000195055963241801,0.000624016729459676,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTEX,Temp,0.985837058279041
14,0,34171,179,0.000409536346350739,0,0.0733368836702598,0.786538833277158,1,0.000195055963241801,0.000624016729459676,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTEX,TempxSal,0.985837058279041
14,0,34171,20,0.000409536346350739,0,0.00819408073874822,0.927873078277986,1,0.000195055963241801,0.000624016729459676,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/RTEX,Temp+Sal,0.985837058279041
54,1,34131,307,0.00157964019306713,0.00324675324675325,0.532901278468096,0.465389649349009,1,-0.00803422638917461,0.00470000028180238,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Tx1,Sal,0.985837058279041
54,1,34131,85,0.00157964019306713,0.0116279069767442,5.40569078953965,0.0200712036831202,1,-0.0327095673204177,0.0126130337530636,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Tx1,Temp,0.23383480491869
54,0,34131,179,0.00157964019306713,0,0.283200619394523,0.594611049989066,1,0.00115865569800741,0.00200062468812686,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Tx1,TempxSal,0.985837058279041
54,0,34131,20,0.00157964019306713,0,0.0316427588087384,0.858813985306146,1,0.00115865569800741,0.00200062468812686,2-sample test for equality of proportions without continuity correction,two.sided,TE:LINE/Tx1,Temp+Sal,0.985837058279041
693,0,33492,308,0.0202720491443616,0,6.3718073275157,0.0115947448874026,1,0.0187781135555195,0.0217659847332036,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR,Sal,0.202381001671027
693,1,33492,85,0.0202720491443616,0.0116279069767442,0.323074925821148,0.569765560674871,1,-0.0140624462510556,0.0313507305862903,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR,Temp,0.985837058279041
693,6,33492,173,0.0202720491443616,0.0335195530726257,1.56821153851516,0.210466931861672,1,-0.0396571868121605,0.0131621789556322,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR,TempxSal,0.985837058279041
693,0,33492,20,0.0202720491443616,0,0.413825161722898,0.5200343616737,1,0.0187781135555195,0.0217659847332036,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR,Temp+Sal,0.985837058279041
12,0,34173,308,0.000351031154014919,0,0.108155222278776,0.74225424329615,1,0.000152455093335602,0.000549607214694235,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/BEL,Sal,0.985837058279041
12,0,34173,86,0.000351031154014919,0,0.0301992535221429,0.86203889403406,1,0.000152455093335602,0.000549607214694235,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/BEL,Temp,0.985837058279041
12,0,34173,179,0.000351031154014919,0,0.062856526234449,0.802036752538234,1,0.000152455093335602,0.000549607214694235,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/BEL,TempxSal,0.985837058279041
12,0,34173,20,0.000351031154014919,0,0.00702308696112087,0.933212378933874,1,0.000152455093335602,0.000549607214694235,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/BEL,Temp+Sal,0.985837058279041
148,0,34037,308,0.00432938423285067,0,1.33919646836119,0.247175722341906,1,0.00363339710147533,0.005025371364226,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Copia,Sal,0.985837058279041
148,1,34037,85,0.00432938423285067,0.0116279069767442,1.0556258019716,0.304214962562105,1,-0.0299665996839086,0.0153695541961216,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Copia,Temp,0.985837058279041
148,1,34037,178,0.00432938423285067,0.00558659217877095,0.0651934174276521,0.798468218093639,1,-0.012198258492384,0.0096838426005434,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Copia,TempxSal,0.985837058279041
148,0,34037,20,0.00432938423285067,0,0.0869639649321179,0.768072920818527,1,0.00363339710147533,0.005025371364226,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Copia,Temp+Sal,0.985837058279041
75,0,34110,308,0.00219394471259324,0,0.677207460375834,0.410549986790678,1,0.00169796238077521,0.00268992704441128,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV,Sal,0.985837058279041
75,1,34110,85,0.00219394471259324,0.0116279069767442,3.45042730205712,0.0632354197955654,1,-0.0320967801062658,0.0132288555779639,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV,Temp,0.485648024029942
75,0,34110,179,0.00219394471259324,0,0.3935750877114,0.530426144787857,1,0.00169796238077521,0.00268992704441128,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV,TempxSal,0.985837058279041
75,0,34110,20,0.00219394471259324,0,0.0439753172541763,0.833899541544186,1,0.00169796238077521,0.00268992704441128,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV,Temp+Sal,0.985837058279041
58,1,34127,307,0.00169665057773877,0.00324675324675325,0.429535151365158,0.512217130556834,1,-0.00791824509157582,0.00481803975354687,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV1,Sal,0.985837058279041
58,1,34127,85,0.00169665057773877,0.0116279069767442,4.92310077978637,0.0264999146989536,1,-0.0325928460983966,0.0127303333003858,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV1,Temp,0.260778124663626
58,0,34127,179,0.00169665057773877,0,0.304213909554052,0.581252658592014,1,0.00126037814891622,0.00213292300656133,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV1,TempxSal,0.985837058279041
58,0,34127,20,0.00169665057773877,0,0.0339906480871261,0.853726710541357,1,0.00126037814891622,0.00213292300656133,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/ERV1,Temp+Sal,0.985837058279041
2052,7,32133,301,0.0600263273365511,0.0227272727272727,7.565820939011,0.00594855527121064,1,0.0204657902317924,0.0541323189867644,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Gypsy,Sal,0.142765326509055
2052,7,32133,79,0.0600263273365511,0.0813953488372093,0.693675007423279,0.40491718028426,1,-0.0792152202594878,0.0364771772581714,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Gypsy,Temp,0.985837058279041
2052,3,32133,176,0.0600263273365511,0.0167597765363128,5.92872808707445,0.0148959896074409,1,0.0242931941672045,0.0622399074332721,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Gypsy,TempxSal,0.22400496042714
2052,1,32133,19,0.0600263273365511,0.05,0.0356157415009744,0.850311230771229,1,-0.0855236863715805,0.105576341044683,2-sample test for equality of proportions without continuity correction,two.sided,TE:LTR/Gypsy,Temp+Sal,0.985837058279041
391,0,33794,308,0.0114377651016528,0,3.56322304112965,0.0590729344652638,1,0.0103105601361569,0.0125649700671486,2-sample test for equality of proportions without continuity correction,two.sided,TE:Satellite,Sal,0.47258347572211
391,0,33794,86,0.0114377651016528,0,0.994999814365166,0.318523438846916,1,0.0103105601361569,0.0125649700671486,2-sample test for equality of proportions without continuity correction,two.sided,TE:Satellite,Temp,0.985837058279041
391,0,33794,179,0.0114377651016528,0,2.07092330473088,0.150130608161257,1,0.0103105601361569,0.0125649700671486,2-sample test for equality of proportions without continuity correction,two.sided,TE:Satellite,TempxSal,0.960835892232045
391,0,33794,20,0.0114377651016528,0,0.23140045856866,0.63048734834937,1,0.0103105601361569,0.0125649700671486,2-sample test for equality of proportions without continuity correction,two.sided,TE:Satellite,Temp+Sal,0.985837058279041
5,0,34180,308,0.00014626298083955,0,0.0450555292105765,0.831901954900686,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:Simple_repeat,Sal,0.985837058279041
5,0,34180,86,0.00014626298083955,0,0.0125804517891289,0.910694472446178,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:Simple_repeat,Temp,0.985837058279041
5,0,34180,179,0.00014626298083955,0,0.0261848834997841,0.871449619856974,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:Simple_repeat,TempxSal,0.985837058279041
5,0,34180,20,0.00014626298083955,0,0.00292568728632561,0.956863760012607,1,1.80695572864245e-05,0.000274456404392674,2-sample test for equality of proportions without continuity correction,two.sided,TE:Simple_repeat,Temp+Sal,0.985837058279041
4,0,34181,308,0.00011701038467164,0,0.0360433782693465,0.849425939752595,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE/Deu,Sal,0.985837058279041
4,0,34181,86,0.00011701038467164,0,0.0100640677271145,0.920090417076241,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE/Deu,Temp,0.985837058279041
4,0,34181,179,0.00011701038467164,0,0.0209472971401416,0.884922621976906,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE/Deu,TempxSal,0.985837058279041
4,0,34181,20,0.00011701038467164,0,0.00234048139393201,0.961414576194621,1,2.34902365858525e-06,0.000231671745684694,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE/Deu,Temp+Sal,0.985837058279041
198,2,33987,306,0.00579201404124616,0.00649350649350649,0.0260572031675348,0.871760696230668,1,-0.00970759883424857,0.0083046139297279,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE2/tRNA,Sal,0.985837058279041
198,0,33987,86,0.00579201404124616,0,0.50100776966657,0.479057651339757,1,0.00498759243758671,0.00659643564490561,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE2/tRNA,Temp,0.985837058279041
198,0,33987,179,0.00579201404124616,0,1.04277884217923,0.30717606631318,1,0.00498759243758671,0.00659643564490561,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE2/tRNA,TempxSal,0.985837058279041
198,0,33987,20,0.00579201404124616,0,0.116514741247875,0.732845713715782,1,0.00498759243758671,0.00659643564490561,2-sample test for equality of proportions without continuity correction,two.sided,TE:SINE2/tRNA,Temp+Sal,0.985837058279041
1344,4,32841,304,0.0393154892496709,0.012987012987013,5.63457033483716,0.0176096608045209,1,0.0135176135192991,0.0391393390060168,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown,Sal,0.230488840650371
1344,7,32841,79,0.0393154892496709,0.0813953488372093,4.0113836577966,0.0451940469718527,1,-0.0999079373748129,0.0157482181997361,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown,Temp,0.394420773572532
1344,5,32841,174,0.0393154892496709,0.0279329608938547,0.611711374471414,0.434144174122633,1,-0.0128447183613984,0.0356097750730308,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown,TempxSal,0.985837058279041
1344,2,32841,18,0.0393154892496709,0.1,1.94720413098798,0.162888451078671,1,-0.192179031485317,0.070810009984659,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown,Temp+Sal,0.985837058279041
3,0,34182,308,8.77577885037297e-05,0,0.0270317499231261,0.869405754168254,1,-1.15433155117163e-05,0.000187058892519176,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown/Unknown,Sal,0.985837058279041
3,0,34182,86,8.77577885037297e-05,0,0.00754783053005059,0.930768287178441,1,-1.15433155117163e-05,0.000187058892519176,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown/Unknown,Temp,0.985837058279041
3,0,34182,179,8.77577885037297e-05,0,0.0157100156369561,0.900254702119118,1,-1.15433155117163e-05,0.000187058892519176,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown/Unknown,TempxSal,0.985837058279041
3,0,34182,20,8.77577885037297e-05,0,0.00175530972210401,0.966581273047802,1,-1.15433155117163e-05,0.000187058892519176,2-sample test for equality of proportions without continuity correction,two.sided,TE:Unknown/Unknown,Temp+Sal,0.985837058279041
